epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8112499713897705,0.0010000000474974513,0.5462959408760071,0.5,0.7152398824691772
1,0.9012500047683716,0.0010000000474974513,0.25021058320999146,0.5,0.8833569288253784
2,0.9306250214576721,0.0010000000474974513,0.1916680932044983,0.5,1.2365500926971436
3,0.9443749785423279,0.0010000000474974513,0.14461317658424377,0.5,1.553378939628601
4,0.9537500143051147,0.0010000000474974513,0.12210899591445923,0.5,2.3126766681671143
5,0.9706249833106995,0.0010000000474974513,0.08993881940841675,0.5,2.0954442024230957
6,0.965624988079071,0.0010000000474974513,0.07797317951917648,0.5,1.6735508441925049
7,0.9800000190734863,0.0010000000474974513,0.06366785615682602,0.5199999809265137,1.58963942527771
8,0.9818750023841858,0.0010000000474974513,0.058113161474466324,0.6650000214576721,1.1690421104431152
9,0.9775000214576721,0.0010000000474974513,0.047693416476249695,0.6899999976158142,1.3063483238220215
10,0.984375,0.0010000000474974513,0.049690648913383484,0.8349999785423279,0.5725443959236145
11,0.9825000166893005,0.0010000000474974513,0.04070630669593811,0.8999999761581421,0.3266048729419708
12,0.9831249713897705,0.0010000000474974513,0.042717233300209045,0.8949999809265137,0.40014952421188354
13,0.9881250262260437,0.0010000000474974513,0.03213833272457123,0.9049999713897705,0.3177424371242523
14,0.9887499809265137,0.0010000000474974513,0.04183582961559296,0.9100000262260437,0.32467976212501526
15,0.9837499856948853,0.0010000000474974513,0.04113807529211044,0.9449999928474426,0.2518184781074524
16,0.9900000095367432,0.0010000000474974513,0.032118309289216995,0.925000011920929,0.31145179271698
17,0.9868749976158142,0.0010000000474974513,0.03177914395928383,0.949999988079071,0.2010946273803711
18,0.9912499785423279,0.0010000000474974513,0.02745961584150791,0.9100000262260437,0.2883393168449402
19,0.9893749952316284,0.0010000000474974513,0.024122631177306175,0.9150000214576721,0.3839293420314789
20,0.9862499833106995,0.0010000000474974513,0.035754550248384476,0.9399999976158142,0.2864825129508972
21,0.9893749952316284,0.0010000000474974513,0.019054027274250984,0.949999988079071,0.2219635546207428
22,0.9912499785423279,0.0010000000474974513,0.02354096621274948,0.9399999976158142,0.3376113176345825
23,0.9918749928474426,0.0010000000474974513,0.020594466477632523,0.9350000023841858,0.37029406428337097
24,0.9937499761581421,0.0010000000474974513,0.014687908813357353,0.949999988079071,0.2926762104034424
25,0.9956250190734863,0.0010000000474974513,0.013847162947058678,0.9350000023841858,0.3552435636520386
26,0.9912499785423279,0.0010000000474974513,0.017602944746613503,0.925000011920929,0.27849510312080383
27,0.9887499809265137,0.0010000000474974513,0.02625345066189766,0.9449999928474426,0.27422666549682617
