epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7587034702301025,0.0010000000474974513,0.745278000831604,0.2777777910232544,1.731548547744751
1,0.8643457293510437,0.0010000000474974513,0.3208344876766205,0.2777777910232544,3.3667478561401367
2,0.9003601670265198,0.0010000000474974513,0.2513429522514343,0.2777777910232544,4.86211633682251
3,0.9279711842536926,0.0010000000474974513,0.1762385070323944,0.2777777910232544,6.0701375007629395
4,0.9495798349380493,0.0010000000474974513,0.1418129801750183,0.2777777910232544,7.7290425300598145
5,0.9507803320884705,0.0010000000474974513,0.117149218916893,0.2777777910232544,8.578675270080566
6,0.9621848464012146,0.0005000000237487257,0.09400448948144913,0.2777777910232544,9.400399208068848
7,0.9723889827728271,0.0005000000237487257,0.0638670101761818,0.2777777910232544,9.229190826416016
8,0.9777911305427551,0.0005000000237487257,0.052756696939468384,0.29629629850387573,5.791693687438965
9,0.9801920652389526,0.0005000000237487257,0.0456266812980175,0.40740740299224854,2.352656602859497
10,0.9825930595397949,0.0005000000237487257,0.04305776581168175,0.5925925970077515,1.012951374053955
11,0.9843937754631042,0.0005000000237487257,0.032355666160583496,0.8148148059844971,0.4093708097934723
12,0.9861944913864136,0.0005000000237487257,0.03155701979994774,0.9351851940155029,0.23603469133377075
13,0.9867947101593018,0.0005000000237487257,0.03332043066620827,0.8796296119689941,0.3200069069862366
14,0.9825930595397949,0.0005000000237487257,0.03022380731999874,0.8703703880310059,0.33760592341423035
15,0.9837934970855713,0.0005000000237487257,0.04037773981690407,0.9537037014961243,0.1381186544895172
16,0.9861944913864136,0.0005000000237487257,0.029038023203611374,0.9537037014961243,0.1526486575603485
17,0.9885954260826111,0.0005000000237487257,0.02569679170846939,0.9074074029922485,0.2844598889350891
18,0.9855942130088806,0.0005000000237487257,0.027655573561787605,0.9444444179534912,0.16032448410987854
19,0.9873949289321899,0.0005000000237487257,0.02569381520152092,0.9351851940155029,0.20028840005397797
20,0.9933973550796509,0.0005000000237487257,0.01703173667192459,0.9537037014961243,0.1517225056886673
21,0.9909964203834534,0.0002500000118743628,0.01982227712869644,0.9444444179534912,0.17769257724285126
22,0.9903961420059204,0.0002500000118743628,0.01889485865831375,0.9444444179534912,0.13831761479377747
23,0.9927971363067627,0.0002500000118743628,0.019314797595143318,0.9074074029922485,0.29636499285697937
24,0.9921968579292297,0.0002500000118743628,0.01654474437236786,0.9444444179534912,0.16373369097709656
25,0.9909964203834534,0.0002500000118743628,0.01536092720925808,0.9537037014961243,0.10759329050779343
26,0.9885954260826111,0.0002500000118743628,0.015181606635451317,0.9537037014961243,0.11763014644384384
27,0.9909964203834534,0.0002500000118743628,0.01649523712694645,0.9444444179534912,0.12844841182231903
28,0.9921968579292297,0.0002500000118743628,0.01447639986872673,0.9074074029922485,0.2884679138660431
29,0.9921968579292297,0.0002500000118743628,0.013162124902009964,0.9444444179534912,0.10431410372257233
30,0.9921968579292297,0.0002500000118743628,0.014237688854336739,0.9722222089767456,0.07569285482168198
31,0.994597852230072,0.0002500000118743628,0.013090334832668304,0.9537037014961243,0.10493859648704529
32,0.9939975738525391,0.0002500000118743628,0.011088688857853413,0.9351851940155029,0.1954089254140854
33,0.994597852230072,0.0002500000118743628,0.011158113367855549,0.9351851940155029,0.2131997048854828
34,0.9963985681533813,0.0002500000118743628,0.00848416704684496,0.9444444179534912,0.11281661689281464
35,0.9951980710029602,0.0002500000118743628,0.009727015160024166,0.9444444179534912,0.17726027965545654
36,0.9933973550796509,0.0001250000059371814,0.01063748449087143,0.9629629850387573,0.13119062781333923
37,0.9951980710029602,0.0001250000059371814,0.009372090920805931,0.9537037014961243,0.16227132081985474
38,0.9951980710029602,0.0001250000059371814,0.009068825282156467,0.9537037014961243,0.13828320801258087
39,0.994597852230072,0.0001250000059371814,0.009485634975135326,0.9444444179534912,0.16037747263908386
40,0.9939975738525391,0.0001250000059371814,0.009942925535142422,0.9722222089767456,0.12051916122436523
