epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7987499833106995,0.0010000000474974513,0.7024192214012146,0.5,1.1913912296295166
1,0.8949999809265137,0.0010000000474974513,0.28070610761642456,0.5,2.0908353328704834
2,0.9287499785423279,0.0010000000474974513,0.19210106134414673,0.5,3.197147846221924
3,0.9443749785423279,0.0010000000474974513,0.1419013887643814,0.5,4.575906276702881
4,0.9537500143051147,0.0010000000474974513,0.11926150321960449,0.5,4.557382583618164
5,0.965624988079071,0.0010000000474974513,0.08611903339624405,0.5,5.112660884857178
6,0.9793750047683716,0.0010000000474974513,0.06373700499534607,0.5,4.9137349128723145
7,0.9800000190734863,0.0010000000474974513,0.05840284004807472,0.5,4.935822486877441
8,0.9756249785423279,0.0010000000474974513,0.06796945631504059,0.5099999904632568,3.7332520484924316
9,0.9837499856948853,0.0010000000474974513,0.04665328562259674,0.6299999952316284,2.086165428161621
10,0.9925000071525574,0.0010000000474974513,0.02895265258848667,0.7350000143051147,1.2055714130401611
11,0.9925000071525574,0.0005000000237487257,0.021738700568675995,0.824999988079071,0.5494526028633118
12,0.9962499737739563,0.0005000000237487257,0.013888909481465816,0.8849999904632568,0.3278505206108093
13,0.9950000047683716,0.0005000000237487257,0.017142076045274734,0.8999999761581421,0.25110146403312683
14,0.9956250190734863,0.0005000000237487257,0.013536155223846436,0.9200000166893005,0.19828714430332184
15,0.9987499713897705,0.0005000000237487257,0.010347999632358551,0.9449999928474426,0.179517924785614
16,0.9975000023841858,0.0005000000237487257,0.011508727446198463,0.9449999928474426,0.18833333253860474
17,0.996874988079071,0.0005000000237487257,0.007611618842929602,0.9399999976158142,0.19180312752723694
18,0.9981250166893005,0.0005000000237487257,0.006495101377367973,0.9549999833106995,0.20477335155010223
19,0.9975000023841858,0.0005000000237487257,0.009294717572629452,0.949999988079071,0.1828301101922989
20,0.996874988079071,0.0005000000237487257,0.00795476883649826,0.949999988079071,0.1945067197084427
21,0.9987499713897705,0.0005000000237487257,0.006136452779173851,0.949999988079071,0.19688814878463745
22,0.9987499713897705,0.0005000000237487257,0.005910542793571949,0.9449999928474426,0.2130368947982788
23,1.0,0.0005000000237487257,0.0033555724658071995,0.9449999928474426,0.24534234404563904
24,0.9975000023841858,0.0005000000237487257,0.005283860955387354,0.9549999833106995,0.25767406821250916
25,0.9993749856948853,0.0005000000237487257,0.004158147145062685,0.9449999928474426,0.24728386104106903
26,0.9993749856948853,0.0002500000118743628,0.0030518784187734127,0.9449999928474426,0.2201101928949356
27,0.9981250166893005,0.0002500000118743628,0.00588654400780797,0.9350000023841858,0.2731609046459198
28,0.9987499713897705,0.0002500000118743628,0.0037122995126992464,0.9399999976158142,0.25599405169487
